,code,start_date,end_date
3314,pb2005,2019-05-16,2020-05-15
3315,pb2006,2019-06-18,2020-06-15
3316,pb2007,2019-07-16,2020-07-15
3317,pb2008,2019-08-16,2020-08-17
3318,pb2009,2019-09-17,2020-09-15
3319,pb2010,2019-10-16,2020-10-15
3320,pb2011,2019-11-18,2020-11-16
3321,pb8888,2011-03-24,2030-01-01
3322,pb9999,2011-03-24,2030-01-01
3323,pm301,2012-01-17,2013-01-17
3324,pm303,2012-03-23,2013-03-14
3325,pm305,2012-05-24,2013-05-15
3326,pm307,2012-07-24,2013-07-12
3327,pm309,2012-09-21,2013-09-13
3328,pm311,2012-11-23,2013-11-14
3329,pm401,2013-01-18,2014-01-15
3330,pm403,2013-03-15,2014-03-14
3331,pm405,2013-05-16,2014-05-16
3332,pm407,2013-07-15,2014-07-14
3333,pm409,2013-09-16,2014-09-15
3334,pm411,2013-11-15,2014-11-14
3335,pm501,2014-01-16,2015-01-16
3336,pm503,2014-03-17,2015-03-13
3337,pm505,2014-05-19,2015-05-15
3338,pm507,2014-07-15,2015-07-14
3339,pm509,2014-09-16,2015-09-16
3340,pm511,2014-11-17,2015-11-13
3341,pm601,2015-01-19,2016-01-15
3342,pm603,2015-03-16,2016-03-14
3343,pm605,2015-05-18,2016-05-16
3344,pm607,2015-07-15,2016-07-14
3345,pm609,2015-09-17,2016-09-14
3346,pm611,2015-11-16,2016-11-14
3347,pm701,2016-01-18,2017-01-16
3348,pm703,2016-03-15,2017-03-14
3349,pm705,2016-05-17,2017-05-15
3350,pm707,2016-07-15,2017-07-14
3351,pm709,2016-09-19,2017-09-14
3352,pm711,2016-11-15,2017-11-14
3353,pm801,2017-01-17,2018-01-15
3354,pm803,2017-03-15,2018-03-14
3355,pm805,2017-05-16,2018-05-15
3356,pm807,2017-07-17,2018-07-13
3357,pm809,2017-09-15,2018-09-14
3358,pm811,2017-11-15,2018-11-14
3359,pm901,2018-01-16,2019-01-15
3360,pm903,2018-03-15,2019-03-14
3361,pm905,2018-05-16,2019-05-17
3362,pm907,2018-07-16,2019-07-12
3363,pm909,2018-09-17,2019-09-16
3364,pm911,2018-11-15,2019-11-14
3365,pm001,2019-01-16,2020-01-15
3366,pm003,2019-03-15,2020-03-13
3367,pm005,2019-05-20,2020-05-15
3368,pm007,2019-07-15,2020-07-14
3369,pm009,2019-09-17,2020-09-14
3370,pm011,2019-11-15,2020-11-13
3371,pm8888,2012-01-17,2030-01-01
3372,pm9999,2012-01-17,2030-01-01
3373,pp1405,2014-02-28,2014-05-16
3374,pp1406,2014-02-28,2014-06-16
3375,pp1407,2014-02-28,2014-07-14
3376,pp1408,2014-02-28,2014-08-14
3377,pp1409,2014-02-28,2014-09-15
3378,pp1410,2014-02-28,2014-10-21
3379,pp1411,2014-02-28,2014-11-14
3380,pp1412,2014-02-28,2014-12-12
3381,pp1501,2014-02-28,2015-01-16
3382,pp1502,2014-02-28,2015-02-13
3383,pp1503,2014-03-17,2015-03-13
3384,pp1504,2014-04-16,2015-04-15
3385,pp1505,2014-05-19,2015-05-15
3386,pp1506,2014-06-17,2015-06-12
3387,pp1507,2014-07-15,2015-07-14
3388,pp1508,2014-08-15,2015-08-14
3389,pp1509,2014-09-16,2015-09-16
3390,pp1510,2014-10-22,2015-10-21
3391,pp1511,2014-11-17,2015-11-13
3392,pp1512,2014-12-15,2015-12-14
3393,pp1601,2015-01-19,2016-01-15
3394,pp1602,2015-02-16,2016-02-19
3395,pp1603,2015-03-16,2016-03-14
3396,pp1604,2015-04-16,2016-04-15
3397,pp1605,2015-05-18,2016-05-16
3398,pp1606,2015-06-15,2016-06-16
3399,pp1607,2015-07-15,2016-07-14
3400,pp1608,2015-08-17,2016-08-12
3401,pp1609,2015-09-17,2016-09-14
3402,pp1610,2015-10-22,2016-10-21
3403,pp1611,2015-11-16,2016-11-14
3404,pp1612,2015-12-15,2016-12-14
3405,pp1701,2016-01-18,2017-01-16
3406,pp1702,2016-02-22,2017-02-16
3407,pp1703,2016-03-15,2017-03-14
3408,pp1704,2016-04-18,2017-04-18
3409,pp1705,2016-05-17,2017-05-15
3410,pp1706,2016-06-17,2017-06-14
3411,pp1707,2016-07-15,2017-07-14
3412,pp1708,2016-08-15,2017-08-14
3413,pp1709,2016-09-19,2017-09-14
3414,pp1710,2016-10-24,2017-10-20
3415,pp1711,2016-11-15,2017-11-14
3416,pp1712,2016-12-15,2017-12-14
3417,pp1801,2017-01-17,2018-01-15
3418,pp1802,2017-02-17,2018-02-14
3419,pp1803,2017-03-15,2018-03-14
3420,pp1804,2017-04-19,2018-04-17
3421,pp1805,2017-05-16,2018-05-15
3422,pp1806,2017-06-15,2018-06-14
3423,pp1807,2017-07-17,2018-07-13
3424,pp1808,2017-08-15,2018-08-14
3425,pp1809,2017-09-15,2018-09-14
3426,pp1810,2017-10-23,2018-10-19
3427,pp1811,2017-11-15,2018-11-14
3428,pp1812,2017-12-15,2018-12-14
3429,pp1901,2018-01-16,2019-01-15
3430,pp1902,2018-02-22,2019-02-21
3431,pp1903,2018-03-15,2019-03-14
3432,pp1904,2018-04-18,2019-04-15
3433,pp1905,2018-05-16,2019-05-17
3434,pp1906,2018-06-15,2019-06-17
3435,pp1907,2018-07-16,2019-07-12
3436,pp1908,2018-08-15,2019-08-14
3437,pp1909,2018-09-17,2019-09-16
3438,pp1910,2018-10-22,2019-10-21
3439,pp1911,2018-11-15,2019-11-14
3440,pp1912,2018-12-17,2019-12-13
3441,pp2001,2019-01-16,2020-01-15
3442,pp2002,2019-02-22,2020-02-14
3443,pp2003,2019-03-15,2020-03-13
3444,pp2004,2019-04-16,2020-04-14
3445,pp2005,2019-05-20,2020-05-15
3446,pp2006,2019-06-18,2020-06-12
3447,pp2007,2019-07-15,2020-07-14
3448,pp2008,2019-08-15,2020-08-14
3449,pp2009,2019-09-17,2020-09-14
3450,pp2010,2019-10-22,2020-10-22
3451,pp2011,2019-11-15,2020-11-13
3452,pp8888,2014-02-28,2030-01-01
3453,pp9999,2014-02-28,2030-01-01
3454,rb0909,2009-03-27,2009-09-15
3455,rb0910,2009-03-27,2009-10-15
3456,rb0911,2009-03-27,2009-11-16
3457,rb0912,2009-03-27,2009-12-15
3458,rb1001,2009-03-27,2010-01-15
3459,rb1002,2009-03-27,2010-02-09
3460,rb1003,2009-03-27,2010-03-15
3461,rb1004,2009-04-23,2010-04-15
3462,rb1005,2009-05-19,2010-05-17
3463,rb1006,2009-06-22,2010-06-17
3464,rb1007,2009-07-17,2010-07-15
3465,rb1008,2009-08-19,2010-08-16
3466,rb1009,2009-09-18,2010-09-15
3467,rb1010,2009-10-16,2010-10-15
3468,rb1011,2009-11-17,2010-11-15
3469,rb1012,2009-12-16,2010-12-15
3470,rb1101,2010-01-18,2011-01-17
3471,rb1102,2010-02-22,2011-02-15
3472,rb1103,2010-03-16,2011-03-15
3473,rb1104,2010-04-16,2011-04-15
3474,rb1105,2010-05-18,2011-05-16
3475,rb1106,2010-06-18,2011-06-15
3476,rb1107,2010-07-16,2011-07-15
3477,rb1108,2010-08-17,2011-08-15
3478,rb1109,2010-09-16,2011-09-15
3479,rb1110,2010-10-18,2011-10-17
3480,rb1111,2010-11-16,2011-11-15
3481,rb1112,2010-12-16,2011-12-15
3482,rb1201,2011-01-18,2012-01-13
3483,rb1202,2011-02-16,2012-02-15
3484,rb1203,2011-03-16,2012-03-15
3485,rb1204,2011-04-18,2012-04-16
3486,rb1205,2011-05-17,2012-05-15
3487,rb1206,2011-06-16,2012-06-15
3488,rb1207,2011-07-18,2012-07-16
3489,rb1208,2011-08-16,2012-08-15
3490,rb1209,2011-09-16,2012-09-17
3491,rb1210,2011-10-18,2012-10-15
3492,rb1211,2011-11-16,2012-11-15
3493,rb1212,2011-12-16,2012-12-17
3494,rb1301,2012-01-16,2013-01-15
3495,rb1302,2012-02-16,2013-02-18
3496,rb1303,2012-03-16,2013-03-15
3497,rb1304,2012-04-17,2013-04-15
3498,rb1305,2012-05-16,2013-05-15
3499,rb1306,2012-06-18,2013-06-17
3500,rb1307,2012-07-17,2013-07-15
3501,rb1308,2012-08-16,2013-08-15
3502,rb1309,2012-09-18,2013-09-16
3503,rb1310,2012-10-16,2013-10-15
3504,rb1311,2012-11-16,2013-11-15
3505,rb1312,2012-12-18,2013-12-16
3506,rb1401,2013-01-16,2014-01-15
3507,rb1402,2013-02-19,2014-02-17
3508,rb1403,2013-03-18,2014-03-17
3509,rb1404,2013-04-16,2014-04-15
3510,rb1405,2013-05-16,2014-05-15
3511,rb1406,2013-06-18,2014-06-16
3512,rb1407,2013-07-16,2014-07-15
3513,rb1408,2013-08-16,2014-08-15
3514,rb1409,2013-09-17,2014-09-15
3515,rb1410,2013-10-16,2014-10-15
3516,rb1411,2013-11-18,2014-11-17
3517,rb1412,2013-12-17,2014-12-15
3518,rb1501,2014-01-16,2015-01-15
3519,rb1502,2014-02-18,2015-02-10
3520,rb1503,2014-03-18,2015-03-16
3521,rb1504,2014-04-16,2015-04-15
3522,rb1505,2014-05-16,2015-05-15
3523,rb1506,2014-06-17,2015-06-15
3524,rb1507,2014-07-16,2015-07-15
3525,rb1508,2014-08-18,2015-08-17
3526,rb1509,2014-09-16,2015-09-15
3527,rb1510,2014-10-16,2015-10-15
3528,rb1511,2014-11-18,2015-11-16
3529,rb1512,2014-12-16,2015-12-15
3530,rb1601,2015-01-16,2016-01-15
3531,rb1602,2015-02-16,2016-02-15
3532,rb1603,2015-03-17,2016-03-15
3533,rb1604,2015-04-16,2016-04-15
3534,rb1605,2015-05-18,2016-05-16
3535,rb1606,2015-06-16,2016-06-15
3536,rb1607,2015-07-16,2016-07-15
3537,rb1608,2015-08-18,2016-08-15
3538,rb1609,2015-09-16,2016-09-19
3539,rb1610,2015-10-16,2016-10-17
3540,rb1611,2015-11-17,2016-11-15
3541,rb1612,2015-12-16,2016-12-15
3542,rb1701,2016-01-18,2017-01-16
3543,rb1702,2016-02-16,2017-02-15
3544,rb1703,2016-03-16,2017-03-15
3545,rb1704,2016-04-18,2017-04-17
3546,rb1705,2016-05-17,2017-05-15
3547,rb1706,2016-06-16,2017-06-15
3548,rb1707,2016-07-18,2017-07-17
3549,rb1708,2016-08-16,2017-08-15
3550,rb1709,2016-09-20,2017-09-15
3551,rb1710,2016-10-18,2017-10-16
3552,rb1711,2016-11-16,2017-11-15
3553,rb1712,2016-12-16,2017-12-15
3554,rb1801,2017-01-17,2018-01-15
3555,rb1802,2017-02-16,2018-02-09
3556,rb1803,2017-03-16,2018-03-15
3557,rb1804,2017-04-18,2018-04-16
3558,rb1805,2017-05-16,2018-05-15
3559,rb1806,2017-06-16,2018-06-15
3560,rb1807,2017-07-18,2018-07-16
3561,rb1808,2017-08-16,2018-08-15
3562,rb1809,2017-09-18,2018-09-17
3563,rb1810,2017-10-17,2018-10-15
3564,rb1811,2017-11-16,2018-11-15
3565,rb1812,2017-12-18,2018-12-17
3566,rb1901,2018-01-16,2019-01-15
3567,rb1902,2018-02-12,2019-02-15
3568,rb1903,2018-03-16,2019-03-15
3569,rb1904,2018-04-17,2019-04-15
3570,rb1905,2018-05-16,2019-05-15
3571,rb1906,2018-06-19,2019-06-17
3572,rb1907,2018-07-17,2019-07-15
3573,rb1908,2018-08-16,2019-08-15
3574,rb1909,2018-09-18,2019-09-16
3575,rb1910,2018-10-16,2019-10-15
3576,rb1911,2018-11-16,2019-11-15
3577,rb1912,2018-12-18,2019-12-16
3578,rb2001,2019-01-16,2020-01-15
3579,rb2002,2019-02-18,2020-02-17
3580,rb2003,2019-03-18,2020-03-16
3581,rb2004,2019-04-16,2020-04-15
3582,rb2005,2019-05-16,2020-05-15
3583,rb2006,2019-06-18,2020-06-15
3584,rb2007,2019-07-16,2020-07-15
3585,rb2008,2019-08-16,2020-08-17
3586,rb2009,2019-09-17,2020-09-15
3587,rb2010,2019-10-16,2020-10-15
3588,rb2011,2019-11-18,2020-11-16
3589,rb8888,2009-03-27,2030-01-01
3590,rb9999,2009-03-27,2030-01-01
3591,ri307,2012-07-24,2013-07-12
3592,ri309,2012-09-21,2013-09-13
3593,ri311,2012-11-23,2013-11-14
3594,ri401,2013-01-24,2014-01-15
3595,ri403,2013-03-22,2014-03-14
3596,ri405,2013-05-24,2014-05-16
3597,ri407,2013-07-15,2014-07-14
3598,ri409,2013-09-16,2014-09-15
3599,ri411,2013-11-15,2014-11-14
3600,ri501,2014-01-16,2015-01-16
3601,ri503,2014-03-17,2015-03-13
3602,ri505,2014-05-19,2015-05-15
3603,ri507,2014-07-15,2015-07-14
3604,ri509,2014-09-16,2015-09-16
3605,ri511,2014-11-17,2015-11-13
3606,ri601,2015-01-19,2016-01-15
3607,ri603,2015-03-16,2016-03-14
3608,ri605,2015-05-18,2016-05-16
3609,ri607,2015-07-15,2016-07-14
3610,ri609,2015-09-17,2016-09-14
3611,ri611,2015-11-16,2016-11-14
3612,ri701,2016-01-18,2017-01-16
3613,ri703,2016-03-15,2017-03-14
3614,ri705,2016-05-17,2017-05-15
3615,ri707,2016-07-15,2017-07-14
3616,ri709,2016-09-19,2017-09-14
3617,ri711,2016-11-15,2017-11-14
3618,ri801,2017-01-17,2018-01-15
3619,ri803,2017-03-15,2018-03-14
3620,ri805,2017-05-16,2018-05-15
3621,ri807,2017-07-17,2018-07-13
3622,ri809,2017-09-15,2018-09-14
3623,ri811,2017-11-15,2018-11-14
3624,ri901,2018-01-16,2019-01-15
3625,ri903,2018-03-15,2019-03-14
3626,ri905,2018-05-16,2019-05-17
3627,ri907,2018-07-16,2019-07-12
3628,ri909,2018-09-17,2019-09-16
3629,ri911,2018-11-15,2019-11-14
3630,ri001,2019-01-16,2020-01-15
3631,ri003,2019-03-15,2020-03-13
3632,ri005,2019-05-20,2020-05-15
3633,ri007,2019-07-15,2020-07-14
3634,ri009,2019-09-17,2020-09-14
3635,ri011,2019-11-15,2020-11-13
3636,ri8888,2012-07-24,2030-01-01
3637,ri9999,2012-07-24,2030-01-01
3638,rm305,2012-12-28,2013-05-15
3639,rm307,2012-12-28,2013-07-12
3640,rm308,2012-12-28,2013-08-14
3641,rm309,2012-12-28,2013-09-13
3642,rm311,2012-12-28,2013-11-14
3643,rm401,2013-01-18,2014-01-15
3644,rm403,2013-03-15,2014-03-14
3645,rm405,2013-05-16,2014-05-16
3646,rm407,2013-07-15,2014-07-14
3647,rm408,2013-08-15,2014-08-14
3648,rm409,2013-09-16,2014-09-15
3649,rm411,2013-11-15,2014-11-14
3650,rm501,2014-01-16,2015-01-16
3651,rm503,2014-03-17,2015-03-13
3652,rm505,2014-05-19,2015-05-15
3653,rm507,2014-07-15,2015-07-14
3654,rm508,2014-08-15,2015-08-14
3655,rm509,2014-09-16,2015-09-16
3656,rm511,2014-11-17,2015-11-13
3657,rm601,2015-01-19,2016-01-15
3658,rm603,2015-03-16,2016-03-14
3659,rm605,2015-05-18,2016-05-16
3660,rm607,2015-07-15,2016-07-14
3661,rm608,2015-08-17,2016-08-12
3662,rm609,2015-09-17,2016-09-14
3663,rm611,2015-11-16,2016-11-14
3664,rm701,2016-01-18,2017-01-16
3665,rm703,2016-03-15,2017-03-14
3666,rm705,2016-05-17,2017-05-15
3667,rm707,2016-07-15,2017-07-14
3668,rm708,2016-08-15,2017-08-14
3669,rm709,2016-09-19,2017-09-14
3670,rm711,2016-11-15,2017-11-14
3671,rm801,2017-01-17,2018-01-15
3672,rm803,2017-03-15,2018-03-14
3673,rm805,2017-05-16,2018-05-15
3674,rm807,2017-07-17,2018-07-13
3675,rm808,2017-08-15,2018-08-14
3676,rm809,2017-09-15,2018-09-14
3677,rm811,2017-11-15,2018-11-14
3678,rm901,2018-01-16,2019-01-15
3679,rm903,2018-03-15,2019-03-14
3680,rm905,2018-05-16,2019-05-17
3681,rm907,2018-07-16,2019-07-12
3682,rm908,2018-08-15,2019-08-14
3683,rm909,2018-09-17,2019-09-16
3684,rm911,2018-11-15,2019-11-14
3685,rm001,2019-01-16,2020-01-15
3686,rm003,2019-03-15,2020-03-13
3687,rm005,2019-05-20,2020-05-15
3688,rm007,2019-07-15,2020-07-14
3689,rm008,2019-08-15,2020-08-14
3690,rm009,2019-09-17,2020-09-14
3691,rm011,2019-11-15,2020-11-13
3692,rm8888,2012-12-28,2030-01-01
3693,rm9999,2012-12-28,2030-01-01
3694,ro707,2007-06-08,2007-07-13
3695,ro709,2007-06-08,2007-09-14
3696,ro711,2007-06-08,2007-11-14
3697,ro801,2007-06-08,2008-01-15
3698,ro803,2007-06-08,2008-03-14
3699,ro805,2007-06-08,2008-05-16
3700,ro807,2007-07-16,2008-07-14
3701,ro809,2007-09-17,2008-09-12
3702,ro811,2007-11-15,2008-11-14
3703,ro901,2008-01-16,2009-01-16
3704,ro903,2008-03-17,2009-03-13
3705,ro905,2008-05-19,2009-05-15
3706,ro907,2008-07-15,2009-07-14
3707,ro909,2008-09-16,2009-09-14
3708,ro911,2008-11-17,2009-11-13
3709,ro001,2009-01-19,2010-01-15
3710,ro003,2009-03-16,2010-03-12
3711,ro005,2009-05-18,2010-05-17
3712,ro007,2009-07-15,2010-07-14
3713,ro009,2009-09-15,2010-09-14
3714,ro011,2009-11-16,2010-11-12
3715,ro101,2010-01-18,2011-01-17
3716,ro103,2010-03-15,2011-03-14
3717,ro105,2010-05-18,2011-05-16
3718,ro107,2010-07-15,2011-07-14
3719,ro109,2010-09-15,2011-09-15
3720,ro111,2010-11-15,2011-11-14
3721,ro201,2011-01-18,2012-01-17
3722,ro203,2011-03-15,2012-03-14
3723,ro205,2011-05-17,2012-05-15
3724,ro207,2011-07-15,2012-07-13
3725,ro209,2011-09-16,2012-09-14
3726,ro211,2011-11-15,2012-11-14
3727,ro301,2012-01-18,2013-01-17
3728,ro303,2012-03-15,2013-03-14
3729,ro305,2012-05-16,2013-05-15
3730,ro8888,2007-06-08,2013-05-15
3731,ro9999,2007-06-08,2013-05-15
3732,rr2001,2019-08-16,2020-01-15
3733,rr2002,2019-08-16,2020-02-14
3734,rr2003,2019-08-16,2020-03-13
3735,rr2004,2019-08-16,2020-04-15
3736,rr2005,2019-08-16,2020-05-15
3737,rr2006,2019-08-16,2020-06-12
3738,rr2007,2019-08-16,2020-07-14
3739,rr2008,2019-08-16,2020-08-14
3740,rr2009,2019-09-17,2020-09-14
3741,rr2010,2019-10-22,2020-10-22
3742,rr2011,2019-11-15,2020-11-13
3743,rr8888,2019-08-16,2030-01-01
3744,rr9999,2019-08-16,2030-01-01
3745,rs307,2012-12-28,2013-07-12
3746,rs308,2012-12-28,2013-08-14
3747,rs309,2012-12-28,2013-09-13
3748,rs311,2012-12-28,2013-11-14
3749,rs407,2013-07-15,2014-07-14
3750,rs408,2013-08-15,2014-08-14
3751,rs409,2013-09-16,2014-09-15
3752,rs411,2013-11-15,2014-11-14
3753,rs507,2014-07-15,2015-07-14
3754,rs508,2014-08-15,2015-08-14
3755,rs509,2014-09-16,2015-09-16
3756,rs511,2014-11-17,2015-11-13
3757,rs607,2015-07-15,2016-07-14
3758,rs608,2015-08-17,2016-08-12
3759,rs609,2015-09-17,2016-09-14
3760,rs611,2015-11-16,2016-11-14
3761,rs707,2016-07-15,2017-07-14
3762,rs708,2016-08-15,2017-08-14
3763,rs709,2016-09-19,2017-09-14
3764,rs711,2016-11-15,2017-11-14
3765,rs807,2017-07-17,2018-07-13
3766,rs808,2017-08-15,2018-08-14
3767,rs809,2017-09-15,2018-09-14
3768,rs811,2017-11-15,2018-11-14
3769,rs907,2018-07-16,2019-07-12
3770,rs908,2018-08-15,2019-08-14
3771,rs909,2018-09-17,2019-09-16
3772,rs911,2018-11-15,2019-11-14
3773,rs007,2019-07-15,2020-07-14
3774,rs008,2019-08-15,2020-08-14
3775,rs009,2019-09-17,2020-09-14
3776,rs011,2019-11-15,2020-11-13
3777,rs8888,2012-12-28,2030-01-01
3778,rs9999,2012-12-28,2030-01-01
3779,ru0501,2004-01-16,2005-01-17
3780,ru0503,2004-03-22,2005-03-15
3781,ru0504,2004-04-16,2005-04-15
3782,ru0505,2004-06-11,2005-05-16
3783,ru0506,2004-09-22,2005-06-15
3784,ru0507,2004-08-19,2005-07-15
3785,ru0508,2004-11-05,2005-08-15
3786,ru0509,2004-11-08,2005-09-15
3787,ru0510,2005-01-21,2005-10-17
3788,ru0511,2005-03-01,2005-11-15
3789,ru0601,2005-06-23,2006-01-16
3790,ru0603,2005-07-20,2006-03-15
3791,ru0604,2005-07-13,2006-04-17
3792,ru0605,2005-07-13,2006-05-15
3793,ru0606,2005-07-20,2006-06-15
3794,ru0607,2005-07-25,2006-07-17
3795,ru0608,2005-09-08,2006-08-15
3796,ru0609,2005-09-26,2006-09-15
3797,ru0610,2005-10-20,2006-10-16
3798,ru0611,2005-12-21,2006-11-15
3799,ru0701,2006-02-14,2007-01-15
3800,ru0703,2006-03-22,2007-03-15
3801,ru0704,2006-05-09,2007-04-16
3802,ru0705,2006-05-16,2007-05-15
3803,ru0706,2006-07-04,2007-06-15
3804,ru0707,2006-08-04,2007-07-16
3805,ru0708,2006-09-04,2007-08-15
3806,ru0709,2006-09-26,2007-09-17
3807,ru0710,2006-10-17,2007-10-15
3808,ru0711,2006-11-16,2007-11-15
3809,ru0801,2007-01-17,2008-01-15
3810,ru0803,2007-03-16,2008-03-17
3811,ru0804,2007-04-19,2008-04-15
3812,ru0805,2007-05-17,2008-05-15
3813,ru0806,2007-06-22,2008-06-16
3814,ru0807,2007-07-17,2008-07-15
3815,ru0808,2007-08-17,2008-08-15
3816,ru0809,2007-09-19,2008-09-16
3817,ru0810,2007-10-16,2008-10-15
3818,ru0811,2007-11-26,2008-11-17
3819,ru0901,2008-01-16,2009-01-15
3820,ru0903,2008-03-19,2009-03-16
3821,ru0904,2008-05-12,2009-04-15
3822,ru0905,2008-05-19,2009-05-15
3823,ru0906,2008-06-17,2009-06-15
3824,ru0907,2008-07-16,2009-07-15
3825,ru0908,2008-08-18,2009-08-17
3826,ru0909,2008-09-17,2009-09-15
3827,ru0910,2008-12-15,2009-10-15
3828,ru0911,2009-02-16,2009-11-16
3829,ru1001,2009-02-05,2010-01-15
3830,ru1003,2009-03-19,2010-03-15
3831,ru1004,2009-04-16,2010-04-15
3832,ru1005,2009-05-19,2010-05-17
3833,ru1006,2009-06-16,2010-06-17
3834,ru1007,2009-07-16,2010-07-15
3835,ru1008,2009-08-18,2010-08-16
3836,ru1009,2009-09-16,2010-09-15
3837,ru1010,2009-10-16,2010-10-15
3838,ru1011,2009-11-17,2010-11-15
3839,ru1101,2010-01-18,2011-01-17
3840,ru1103,2010-03-16,2011-03-15
3841,ru1104,2010-04-16,2011-04-15
3842,ru1105,2010-05-18,2011-05-16
3843,ru1106,2010-06-18,2011-06-15
3844,ru1107,2010-07-16,2011-07-15
3845,ru1108,2010-08-17,2011-08-15
3846,ru1109,2010-09-16,2011-09-15
3847,ru1110,2010-10-18,2011-10-17
3848,ru1111,2010-11-16,2011-11-15
3849,ru1201,2011-01-18,2012-01-13
3850,ru1203,2011-03-16,2012-03-15
3851,ru1204,2011-04-18,2012-04-16
3852,ru1205,2011-05-17,2012-05-15
3853,ru1206,2011-06-16,2012-06-15
3854,ru1207,2011-07-18,2012-07-16
3855,ru1208,2011-08-16,2012-08-15
3856,ru1209,2011-09-16,2012-09-17
3857,ru1210,2011-10-18,2012-10-15
3858,ru1211,2011-11-16,2012-11-15
3859,ru1301,2012-01-16,2013-01-15
3860,ru1303,2012-03-16,2013-03-15
3861,ru1304,2012-04-17,2013-04-15
3862,ru1305,2012-05-16,2013-05-15
3863,ru1306,2012-06-18,2013-06-17
3864,ru1307,2012-07-17,2013-07-15
3865,ru1308,2012-08-16,2013-08-15
3866,ru1309,2012-09-18,2013-09-16
3867,ru1310,2012-10-16,2013-10-15
3868,ru1311,2012-11-16,2013-11-15
3869,ru1401,2013-01-16,2014-01-15
3870,ru1403,2013-03-18,2014-03-17
3871,ru1404,2013-04-16,2014-04-15
3872,ru1405,2013-05-16,2014-05-15
3873,ru1406,2013-06-18,2014-06-16
3874,ru1407,2013-07-16,2014-07-15
3875,ru1408,2013-08-16,2014-08-15
3876,ru1409,2013-09-17,2014-09-15
3877,ru1410,2013-10-16,2014-10-15
3878,ru1411,2013-11-18,2014-11-17
3879,ru1501,2014-01-16,2015-01-15
3880,ru1503,2014-03-18,2015-03-16
3881,ru1504,2014-04-16,2015-04-15
3882,ru1505,2014-05-16,2015-05-15
3883,ru1506,2014-06-17,2015-06-15
3884,ru1507,2014-07-16,2015-07-15
3885,ru1508,2014-08-18,2015-08-17
3886,ru1509,2014-09-16,2015-09-15
3887,ru1510,2014-10-16,2015-10-15
3888,ru1511,2014-11-18,2015-11-16
3889,ru1601,2015-01-16,2016-01-15
3890,ru1603,2015-03-17,2016-03-15
3891,ru1604,2015-04-16,2016-04-15
3892,ru1605,2015-05-18,2016-05-16
3893,ru1606,2015-06-16,2016-06-15
3894,ru1607,2015-07-16,2016-07-15
3895,ru1608,2015-08-18,2016-08-15
3896,ru1609,2015-09-16,2016-09-19
3897,ru1610,2015-10-16,2016-10-17
3898,ru1611,2015-11-17,2016-11-15
3899,ru1701,2016-01-18,2017-01-16
3900,ru1703,2016-03-16,2017-03-15
3901,ru1704,2016-04-18,2017-04-17
3902,ru1705,2016-05-17,2017-05-15
3903,ru1706,2016-06-16,2017-06-15
3904,ru1707,2016-07-18,2017-07-17
3905,ru1708,2016-08-16,2017-08-15
3906,ru1709,2016-09-20,2017-09-15
3907,ru1710,2016-10-18,2017-10-16
3908,ru1711,2016-11-16,2017-11-15
3909,ru1801,2017-01-17,2018-01-15
3910,ru1803,2017-03-16,2018-03-15
3911,ru1804,2017-04-18,2018-04-16
3912,ru1805,2017-05-16,2018-05-15
3913,ru1806,2017-06-16,2018-06-15
3914,ru1807,2017-07-18,2018-07-16
3915,ru1808,2017-08-16,2018-08-15
3916,ru1809,2017-09-18,2018-09-17
3917,ru1810,2017-10-17,2018-10-15
3918,ru1811,2017-11-16,2018-11-15
3919,ru1901,2018-01-16,2019-01-15
3920,ru1903,2018-03-16,2019-03-15
3921,ru1904,2018-04-17,2019-04-15
3922,ru1905,2018-05-16,2019-05-15
3923,ru1906,2018-06-19,2019-06-17
3924,ru1907,2018-07-17,2019-07-15
3925,ru1908,2018-08-16,2019-08-15
3926,ru1909,2018-09-18,2019-09-16
3927,ru1910,2018-10-16,2019-10-15
3928,ru1911,2018-11-16,2019-11-15
3929,ru2001,2019-01-16,2020-01-15
3930,ru2003,2019-03-18,2020-03-16
3931,ru2004,2019-04-16,2020-04-15
3932,ru2005,2019-05-16,2020-05-15
3933,ru2006,2019-06-18,2020-06-15
3934,ru2007,2019-07-16,2020-07-15
3935,ru2008,2019-08-16,2020-08-17
3936,ru2009,2019-09-17,2020-09-15
3937,ru2010,2019-10-16,2020-10-15
3938,ru2011,2019-11-18,2020-11-16
3939,ru8888,2005-01-03,2030-01-01
3940,ru9999,2005-01-03,2030-01-01
3941,sc1809,2018-03-26,2018-08-31
3942,sc1810,2018-03-26,2018-09-20
3943,sc1811,2018-03-26,2018-10-31
3944,sc1812,2018-03-26,2018-11-30
3945,sc1901,2018-03-26,2018-12-28
3946,sc1902,2018-03-26,2019-01-25
3947,sc1903,2018-03-26,2019-02-28
3948,sc1904,2018-04-02,2019-03-29
3949,sc1905,2018-05-02,2019-04-30
3950,sc1906,2018-03-26,2019-05-31
3951,sc1907,2018-07-02,2019-06-28
3952,sc1908,2018-08-01,2019-07-31
3953,sc1909,2018-03-26,2019-08-30
3954,sc1910,2018-09-21,2019-09-23
3955,sc1911,2018-11-01,2019-10-31
3956,sc1912,2018-03-26,2019-11-29
3957,sc2001,2019-01-02,2019-12-20
3958,sc2002,2019-01-28,2020-01-16
